1, 0.113695, 0.000000
3, 0.180671, 0.000000
5, 0.231601, 0.000001
7, 0.307764, 0.000003
9, 0.371587, 0.000001
11, 0.421375, 0.000001
13, 0.475800, 0.000003
15, 0.530220, 0.000002
17, 0.594413, 0.000002
19, 0.645104, 0.000002
21, 0.704012, 0.000018
23, 0.761635, 0.000005
25, 0.826917, 0.000006
27, 0.880991, 0.000004
29, 0.952826, 0.000004
