1, 21.120755, 0.002262
2, 27.821820, 0.132264
4, 33.612592, 0.045415
8, 34.423486, 0.019039
16, 35.118043, 0.008278
32, 35.592795, 0.001518
64, 35.197076, 0.008019
128, 35.317440, 0.005391
256, 24.340722, 2.483812
512, 21.735521, 0.003531
1024, 21.661740, 0.005824
2048, 21.756460, 0.002096
4096, 21.684911, 0.001201
8192, 21.392722, 0.000164
16384, 21.101328, 0.000061
32768, 20.981675, 0.000074
65536, 13.932590, 0.000056
