1, 64.113970, 0.006184
2, 64.928007, 0.000422
4, 64.851443, 0.003175
8, 64.857492, 0.000842
16, 64.695029, 0.008031
32, 64.825123, 0.000831
64, 64.873588, 0.000521
128, 64.889541, 0.000812
256, 67.017225, 0.012074
512, 66.455753, 0.018068
1024, 66.181475, 0.019556
2048, 65.057419, 0.008656
4096, 63.506043, 0.004279
8192, 62.628012, 0.000281
16384, 62.338620, 0.001394
32768, 62.220726, 0.000235
65536, 41.430498, 0.000084
