1, 99.496343, 0.009872
2, 89.269159, 0.016412
4, 86.859009, 0.000353
8, 88.319799, 0.026965
16, 87.526381, 0.014797
32, 88.434150, 0.005842
64, 92.272177, 0.004080
128, 97.510379, 0.000727
256, 99.786377, 0.005801
512, 117.691595, 0.136340
1024, 144.991233, 0.005184
2048, 162.781891, 0.081429
4096, 166.832305, 0.065160
8192, 195.319440, 6.487632
16384, 238.133483, 39.085366
32768, 293.547568, 41.131047
65536, 216.655828, 3.289559
