1, 150.574000, 0.015248
2, 160.188000, 0.083908
4, 339.446000, 0.030512
8, 348.981000, 0.154467
16, 366.144000, 0.030512
32, 387.121000, 0.040047
64, 421.447000, 0.398563
128, 462.352000, 0.099968
256, 587.312000, 2.058716
512, 649.740000, 2.505360
1024, 722.865000, 5.869695
2048, 752.041000, 3.104097
4096, 730.800000, 1.956720
8192, 753.504000, 9.072096
16384, 752.628000, 18.968988
